productid,productname,productprice,customerid,customername,quantity,totalprice,area
110,Office Gifts,616,912,Dev,2,500,Ahmedabad
144,Sipper,732,911,Hriday,2,500,Ahmedabad
160,Lippan Art,439,915,Zaki,11,5475,Vadodra
150,Banner Printing,381,916,Zaki,2,664,Nadiad
163,Customized Bottle,506,918,Zaki,16,1064,Nadiad
120,Animal Toys,244,918,Ghi,11,1456,Surat
120,Customized Bottle,354,919,Hriday,4,500,Kheda
116,Customized Bottle,286,914,Zaki,12,9610,Ahmedabad
113,Lippan Art,593,916,Def,2,500,Ahmedabad
125,Office Gifts,402,918,Zaki,32,1140,Nadiad
110,Hoardings,100,911,Ghi,14,1979,Surat
113,Hoardings,377,915,Dhruv,10,6846,Ahmedabad
145,Lightning Gift,696,921,Def,2,1327,Vadodra
111,Sipper,582,911,Dhyey,16,5517,Kheda
114,Hoardings,184,914,Dev,13,1485,Surat
121,Visiting Card,135,912,Deep,100,2705,Surat
110,Animal Toys,684,919,Vishwam,2,2228,Ahmedabad
116,Hoardings,100,911,Naitik,89,6541,Ahmedabad
123,Banner Printing,1299,918,Deep,2,25000,Ahmedabad
110,Photo Frames,572,919,Dhruv,8,5870,Ahmedabad
123,Sipper,363,922,Abc,2,500,Ahmedabad
113,Visiting Card,499,917,Dev,6,22131,Ahmedabad
110,Hoardings,1032,911,Dhruv,5,5650,Ahmedabad
116,Visiting Card,259,912,Dhruv,9,7557,Ahmedabad
110,Customized Bottle,478,919,Jkl,2,1197,Ahmedabad
148,Photo Frames,658,919,Hriday,2,500,Vadodra
127,Hoardings,100,917,Naitik,2,830,Surat
110,Show Piece,593,911,Dhruv,2,5297,Ahmedabad
150,Sipper,336,917,Jkl,2,500,Ahmedabad
116,Banner Printing,433,919,Deep,8,1534,Surat
123,Show Piece,379,919,Ghi,18,6430,Vadodra
136,Phone Cases,539,917,Ghi,2,500,Ahmedabad
144,Lightning Gift,564,919,Zaki,3,8317,Vadodra
110,Hoardings,1169,911,Dhruv,15,6564,Kheda
110,Visiting Card,1299,918,Def,6,4499,Ahmedabad
142,Show Piece,502,922,Def,2,500,Surat
119,Visiting Card,547,918,Dhyey,8,25000,Ahmedabad
114,Phone Cases,313,917,Abc,27,7960,Ahmedabad
118,Hoardings,103,918,Dhruv,33,5316,Surat
152,Animal Toys,588,922,Ghi,2,717,Ahmedabad
110,Photo Frames,602,917,Jkl,2,1361,Matar
118,Sipper,556,917,Deep,2,500,Ahmedabad
117,Hoardings,206,916,Vishwam,8,1169,Surat
136,Lippan Art,1299,913,Jkl,9,500,Vadodra
128,Hoardings,1193,911,Abc,8,1473,Surat
146,Show Piece,445,919,Hriday,10,613,Matar
111,Customized Bottle,675,918,Dhyey,7,1444,Kheda
156,Phone Cases,671,911,Deep,2,1139,Vadodra
114,Hoardings,1299,918,Jkl,3,624,Ahmedabad
151,Office Gifts,535,920,Deep,2,1592,Surat
131,Visiting Card,450,917,Def,2,1291,Ahmedabad
110,Visiting Card,396,914,Dhyey,7,1540,Ahmedabad
115,Hoardings,100,915,Ghi,14,4510,Surat
110,Photo Frames,100,912,Jkl,2,1942,Surat
110,Office Gifts,382,911,Dev,7,4674,Ahmedabad
112,Visiting Card,406,922,Abc,2,500,Nadiad
119,Hoardings,150,917,Hriday,6,2213,Surat
139,Office Gifts,506,918,Abc,7,2591,Ahmedabad
143,Customized Bottle,1294,916,Def,2,14124,Ahmedabad
133,Visiting Card,1165,916,Abc,2,4587,Ahmedabad
139,Banner Printing,203,921,Deep,6,2611,Surat
140,Lightning Gift,428,922,Def,2,824,Ahmedabad
138,Lightning Gift,438,920,Vishwam,3,500,Vadodra
155,Lightning Gift,403,922,Jkl,2,500,Vadodra
158,Customized Bottle,482,914,Vishwam,4,17532,Vadodra
115,Animal Toys,100,911,Dhyey,5,1887,Surat
114,Office Gifts,509,918,Abc,8,5784,Surat
147,Lightning Gift,500,920,Jkl,2,1967,Vadodra
120,Animal Toys,179,922,Naitik,4,1355,Vadodra
123,Customized Bottle,132,912,Naitik,4,4279,Ahmedabad
139,Lippan Art,1299,914,Deep,13,1381,Ahmedabad
158,Lightning Gift,321,917,Jkl,20,2621,Vadodra
110,Lightning Gift,1299,920,Deep,2,2187,Surat
162,Customized Bottle,496,911,Dev,30,11001,Nadiad
110,Banner Printing,293,912,Abc,4,1221,Ahmedabad
159,Show Piece,643,911,Zaki,8,1745,Nadiad
114,Animal Toys,415,919,Dhyey,8,1490,Vadodra
126,Banner Printing,510,911,Jkl,6,3748,Kheda
123,Banner Printing,349,911,Deep,6,619,Ahmedabad
158,Phone Cases,402,919,Vishwam,2,500,Vadodra
120,Lippan Art,396,922,Deep,2,2647,Matar
117,Office Gifts,429,917,Dhyey,45,8575,Surat
141,Lightning Gift,435,918,Zaki,7,1809,Vadodra
146,Lightning Gift,523,921,Jkl,2,500,Vadodra
153,Hoardings,306,918,Deep,2,500,Surat
114,Lippan Art,533,921,Hriday,2,811,Nadiad
126,Animal Toys,120,919,Hriday,4,7857,Surat
110,Photo Frames,484,914,Dhyey,5,2013,Matar
124,Office Gifts,100,913,Naitik,16,6458,Surat
120,Photo Frames,573,918,Deep,6,22168,Matar
110,Hoardings,335,913,Zaki,12,848,Nadiad
155,Customized Bottle,355,916,Zaki,22,2386,Surat
115,Visiting Card,1299,914,Abc,2,5581,Ahmedabad
136,Photo Frames,463,920,Abc,18,4208,Kheda
114,Show Piece,789,920,Jkl,2,500,Ahmedabad
115,Lippan Art,406,915,Dhyey,2,6127,Ahmedabad
159,Customized Bottle,203,917,Ghi,2,500,Surat
147,Hoardings,862,916,Vishwam,21,1220,Surat
114,Sipper,258,917,Hriday,15,500,Kheda
150,Lightning Gift,566,918,Zaki,2,20154,Kheda
114,Animal Toys,100,914,Ghi,8,1154,Surat
110,Photo Frames,430,920,Dhruv,2,500,Matar
113,Banner Printing,214,915,Abc,5,500,Surat
146,Lightning Gift,436,918,Def,3,3240,Kheda
110,Animal Toys,100,913,Dhruv,2,500,Surat
148,Lippan Art,278,919,Ghi,2,650,Matar
116,Banner Printing,303,912,Zaki,6,5066,Surat
114,Lippan Art,1201,919,Dhyey,100,3492,Ahmedabad
112,Banner Printing,100,919,Ghi,6,5234,Surat
122,Hoardings,100,912,Naitik,100,4819,Surat
110,Hoardings,100,916,Dev,35,4280,Nadiad
114,Lippan Art,479,911,Abc,13,6873,Surat
163,Customized Bottle,683,918,Zaki,11,12095,Nadiad
114,Phone Cases,393,913,Vishwam,2,15878,Ahmedabad
119,Visiting Card,469,919,Hriday,19,1696,Surat
112,Office Gifts,539,911,Vishwam,6,6769,Ahmedabad
138,Office Gifts,462,911,Abc,25,9517,Ahmedabad
110,Hoardings,275,918,Jkl,7,500,Kheda
110,Office Gifts,1299,921,Hriday,42,18931,Ahmedabad
128,Phone Cases,641,920,Vishwam,2,500,Vadodra
118,Banner Printing,567,915,Zaki,35,6869,Nadiad
122,Customized Bottle,594,916,Def,7,12154,Vadodra
126,Lippan Art,119,912,Naitik,9,7496,Nadiad
114,Office Gifts,1069,911,Dev,9,6519,Ahmedabad
156,Visiting Card,1299,913,Dhruv,49,1248,Matar
128,Customized Bottle,1299,918,Zaki,31,6760,Nadiad
125,Phone Cases,455,916,Vishwam,2,4365,Ahmedabad
137,Show Piece,660,917,Abc,4,500,Surat
116,Visiting Card,126,911,Dhyey,11,3065,Surat
115,Lippan Art,264,914,Ghi,7,1185,Ahmedabad
152,Lippan Art,463,918,Hriday,2,500,Ahmedabad
156,Customized Bottle,393,913,Zaki,14,5355,Nadiad
114,Office Gifts,207,912,Dhruv,4,8637,Surat
138,Show Piece,443,912,Abc,81,7904,Kheda
157,Customized Bottle,630,920,Zaki,2,6435,Nadiad
113,Sipper,368,915,Dev,10,12021,Ahmedabad
144,Lightning Gift,644,922,Dev,2,500,Vadodra
146,Customized Bottle,566,920,Zaki,2,1863,Ahmedabad
130,Office Gifts,1299,914,Dhyey,2,500,Kheda
119,Visiting Card,1033,911,Hriday,5,21736,Ahmedabad
113,Customized Bottle,456,919,Jkl,3,500,Vadodra
137,Show Piece,572,914,Def,2,1687,Kheda
110,Banner Printing,239,914,Vishwam,4,500,Kheda
137,Show Piece,1299,919,Dhruv,12,5699,Ahmedabad
115,Lippan Art,453,919,Zaki,35,1601,Nadiad
118,Show Piece,125,913,Dhyey,2,1118,Surat
118,Animal Toys,348,919,Abc,92,1838,Ahmedabad
120,Visiting Card,521,921,Jkl,2,500,Ahmedabad
143,Hoardings,256,918,Naitik,15,3815,Surat
156,Lightning Gift,1002,913,Hriday,2,745,Ahmedabad
120,Animal Toys,557,915,Def,2,500,Vadodra
113,Customized Bottle,1299,912,Abc,3,3828,Ahmedabad
152,Show Piece,504,919,Vishwam,3,754,Ahmedabad
115,Photo Frames,100,915,Ghi,4,25000,Surat
113,Banner Printing,388,913,Dev,2,7318,Ahmedabad
110,Sipper,207,918,Jkl,4,4456,Ahmedabad
113,Hoardings,1235,913,Deep,9,8646,Ahmedabad
125,Banner Printing,461,914,Deep,8,21785,Surat
113,Banner Printing,485,917,Dhyey,8,1116,Vadodra
121,Phone Cases,543,917,Vishwam,2,500,Vadodra
140,Sipper,1158,913,Hriday,5,6114,Ahmedabad
111,Lippan Art,273,918,Ghi,2,500,Vadodra
125,Visiting Card,416,911,Ghi,2,20319,Ahmedabad
110,Office Gifts,226,911,Dhruv,8,24120,Nadiad
136,Visiting Card,203,915,Vishwam,38,635,Surat
135,Lippan Art,628,911,Dev,2,9069,Ahmedabad
115,Photo Frames,382,917,Deep,4,7789,Matar
151,Banner Printing,459,920,Ghi,2,500,Ahmedabad
154,Lightning Gift,671,919,Dev,2,535,Vadodra
114,Photo Frames,348,916,Dhruv,12,510,Kheda
110,Sipper,1233,911,Dhyey,100,6092,Ahmedabad
115,Sipper,1004,914,Zaki,2,745,Ahmedabad
117,Animal Toys,1286,919,Dhyey,11,500,Vadodra
150,Lightning Gift,376,915,Jkl,2,500,Vadodra
110,Photo Frames,567,915,Dev,2,1603,Ahmedabad
110,Visiting Card,298,914,Abc,2,1408,Surat
117,Photo Frames,751,918,Deep,2,1329,Matar
117,Visiting Card,442,917,Dhyey,9,1247,Matar
118,Animal Toys,517,920,Ghi,5,500,Vadodra
117,Lightning Gift,360,917,Jkl,23,603,Ahmedabad
147,Office Gifts,515,919,Deep,2,500,Ahmedabad
151,Phone Cases,707,913,Abc,4,2547,Ahmedabad
128,Photo Frames,100,916,Dhruv,5,500,Surat
139,Show Piece,260,913,Def,2,500,Ahmedabad
110,Photo Frames,356,916,Dev,20,687,Ahmedabad
118,Phone Cases,316,914,Dhyey,7,1992,Matar
119,Visiting Card,235,918,Abc,44,1684,Surat
125,Lippan Art,525,916,Ghi,4,1080,Surat
123,Animal Toys,288,921,Abc,6,934,Kheda
120,Hoardings,593,917,Zaki,100,2184,Surat
118,Animal Toys,100,919,Dhruv,26,20080,Surat
118,Lippan Art,342,912,Ghi,16,7915,Kheda
110,Sipper,453,914,Dhyey,2,500,Matar
123,Animal Toys,354,912,Def,2,500,Surat
140,Visiting Card,461,918,Abc,29,2284,Ahmedabad
125,Customized Bottle,391,913,Dev,3,1190,Vadodra
155,Phone Cases,307,920,Jkl,2,1365,Kheda
113,Hoardings,387,911,Abc,7,6830,Ahmedabad
110,Lightning Gift,327,915,Hriday,5,813,Matar
158,Customized Bottle,1013,915,Zaki,14,20412,Nadiad
121,Customized Bottle,345,912,Vishwam,24,1851,Matar
119,Hoardings,113,913,Naitik,3,8538,Surat
137,Visiting Card,1299,917,Abc,22,2656,Ahmedabad
151,Lightning Gift,548,921,Abc,15,1458,Ahmedabad
120,Lightning Gift,100,914,Dhruv,3,500,Surat
158,Phone Cases,603,918,Dev,2,703,Ahmedabad
110,Lippan Art,360,913,Dhyey,2,2339,Kheda
163,Animal Toys,468,916,Hriday,2,2555,Ahmedabad
119,Customized Bottle,579,919,Zaki,11,2053,Nadiad
113,Lippan Art,101,911,Vishwam,12,16878,Surat
125,Hoardings,100,915,Dev,2,1182,Surat
116,Customized Bottle,1145,918,Dhruv,19,8408,Ahmedabad
137,Phone Cases,650,921,Zaki,4,2499,Vadodra
117,Lightning Gift,621,920,Jkl,2,733,Vadodra
158,Customized Bottle,595,921,Zaki,100,25000,Ahmedabad
118,Show Piece,309,915,Deep,2,6689,Ahmedabad
147,Show Piece,528,914,Naitik,4,633,Ahmedabad
115,Customized Bottle,258,916,Ghi,27,2042,Ahmedabad
121,Visiting Card,514,911,Naitik,6,534,Kheda
149,Banner Printing,251,912,Vishwam,2,505,Vadodra
160,Customized Bottle,495,912,Zaki,13,11066,Nadiad
145,Hoardings,112,911,Abc,3,980,Surat
122,Banner Printing,182,911,Naitik,2,500,Ahmedabad
112,Visiting Card,438,918,Abc,5,23145,Ahmedabad
151,Hoardings,295,911,Naitik,2,1635,Surat
115,Office Gifts,388,917,Hriday,3,1366,Matar
110,Show Piece,578,916,Dhyey,4,1226,Ahmedabad
112,Animal Toys,580,920,Hriday,2,500,Vadodra
124,Hoardings,278,919,Dhruv,5,1845,Surat
110,Lippan Art,722,914,Vishwam,81,500,Ahmedabad
110,Customized Bottle,521,915,Jkl,18,25000,Vadodra
119,Phone Cases,268,911,Ghi,5,9243,Ahmedabad
156,Lightning Gift,424,921,Ghi,7,1042,Surat
116,Sipper,450,918,Deep,7,1433,Nadiad
110,Sipper,554,920,Def,2,500,Ahmedabad
138,Office Gifts,1299,917,Jkl,46,1439,Kheda
110,Customized Bottle,602,919,Jkl,2,500,Ahmedabad
110,Hoardings,273,913,Dhruv,100,19174,Surat
124,Office Gifts,100,917,Ghi,7,8100,Surat
147,Hoardings,212,922,Deep,2,500,Vadodra
111,Sipper,400,915,Zaki,27,3214,Surat
112,Sipper,487,918,Hriday,69,608,Ahmedabad
111,Show Piece,630,911,Deep,5,16175,Ahmedabad
161,Customized Bottle,419,917,Jkl,9,8841,Ahmedabad
116,Office Gifts,382,915,Ghi,12,6890,Ahmedabad
163,Customized Bottle,541,919,Zaki,19,6524,Nadiad
152,Sipper,1299,915,Hriday,19,9858,Vadodra
116,Banner Printing,280,912,Dhruv,2,13806,Ahmedabad
112,Office Gifts,405,915,Hriday,6,500,Ahmedabad
147,Banner Printing,481,911,Jkl,2,500,Nadiad
145,Office Gifts,1299,912,Vishwam,2,1917,Ahmedabad
142,Sipper,578,914,Ghi,2,1112,Ahmedabad
110,Customized Bottle,363,916,Dhruv,2,500,Ahmedabad
119,Show Piece,444,917,Zaki,6,7937,Vadodra
138,Show Piece,555,921,Hriday,2,500,Vadodra
135,Hoardings,337,918,Jkl,21,500,Kheda
148,Lightning Gift,506,921,Hriday,2,596,Vadodra
150,Lightning Gift,680,914,Deep,2,500,Ahmedabad
120,Banner Printing,439,911,Deep,2,6263,Vadodra
150,Visiting Card,489,916,Vishwam,2,2050,Vadodra
131,Lippan Art,678,920,Vishwam,2,500,Kheda
159,Animal Toys,486,914,Deep,10,8897,Nadiad
130,Hoardings,195,918,Vishwam,13,690,Surat
158,Phone Cases,454,914,Zaki,4,25000,Vadodra
114,Visiting Card,1299,911,Abc,2,7804,Ahmedabad
143,Show Piece,286,920,Def,2,500,Ahmedabad
161,Customized Bottle,432,912,Zaki,17,3311,Nadiad
110,Lippan Art,599,915,Jkl,100,7368,Surat
110,Banner Printing,476,915,Vishwam,2,500,Ahmedabad
139,Visiting Card,812,921,Dhyey,2,4573,Ahmedabad
110,Office Gifts,1299,912,Def,2,513,Surat
111,Show Piece,935,919,Hriday,100,857,Ahmedabad
163,Banner Printing,407,916,Jkl,13,2645,Vadodra
150,Banner Printing,423,911,Deep,2,500,Matar
113,Hoardings,597,918,Dhyey,100,16621,Kheda
150,Show Piece,656,920,Zaki,40,12033,Ahmedabad
110,Lightning Gift,326,919,Hriday,2,2609,Ahmedabad
110,Photo Frames,323,918,Def,3,11971,Ahmedabad
116,Lightning Gift,372,918,Jkl,21,500,Surat
150,Customized Bottle,601,922,Jkl,27,1234,Ahmedabad
111,Show Piece,612,917,Abc,7,2047,Ahmedabad
110,Visiting Card,217,917,Abc,39,9430,Ahmedabad
116,Lippan Art,520,919,Dhyey,13,8741,Kheda
115,Animal Toys,634,915,Def,62,500,Ahmedabad
143,Show Piece,527,920,Hriday,2,1252,Ahmedabad
122,Customized Bottle,555,911,Zaki,8,5374,Kheda
119,Photo Frames,214,915,Ghi,23,6150,Surat
116,Sipper,628,911,Hriday,2,1144,Ahmedabad
123,Customized Bottle,153,915,Dhruv,24,1704,Surat
114,Phone Cases,432,916,Vishwam,2,500,Vadodra
119,Lippan Art,228,911,Abc,6,500,Surat
110,Phone Cases,597,916,Def,2,500,Vadodra
157,Lightning Gift,825,914,Jkl,12,23203,Vadodra
121,Office Gifts,147,919,Ghi,3,2034,Surat
112,Lippan Art,640,918,Dhyey,16,4431,Kheda
147,Show Piece,416,918,Hriday,2,500,Ahmedabad
155,Sipper,571,919,Zaki,85,500,Ahmedabad
122,Photo Frames,462,920,Deep,2,1662,Matar
148,Lightning Gift,559,922,Abc,7,500,Ahmedabad
113,Lightning Gift,650,919,Dhruv,9,9419,Vadodra
115,Animal Toys,250,917,Def,4,500,Surat
113,Show Piece,583,911,Hriday,15,2790,Ahmedabad
118,Photo Frames,503,918,Zaki,2,624,Matar
117,Office Gifts,179,916,Ghi,11,1496,Ahmedabad
113,Show Piece,244,913,Naitik,7,500,Surat
151,Phone Cases,497,921,Vishwam,10,20702,Vadodra
154,Visiting Card,464,916,Deep,2,1234,Kheda
133,Animal Toys,596,920,Vishwam,78,1337,Vadodra
116,Customized Bottle,410,918,Dev,49,21900,Ahmedabad
110,Show Piece,100,916,Hriday,8,500,Surat
114,Customized Bottle,371,912,Def,78,4535,Surat
138,Lightning Gift,548,921,Deep,2,6627,Ahmedabad
128,Customized Bottle,482,914,Zaki,49,7275,Nadiad
117,Sipper,454,919,Jkl,7,500,Kheda
110,Sipper,632,917,Hriday,2,2760,Ahmedabad
112,Lippan Art,625,916,Dhyey,5,23008,Surat
110,Office Gifts,100,916,Dhruv,11,1093,Surat
137,Hoardings,1079,914,Dhruv,2,1397,Surat
114,Banner Printing,370,911,Naitik,2,500,Surat
123,Lippan Art,599,922,Vishwam,22,818,Vadodra
116,Animal Toys,266,917,Vishwam,8,1331,Surat
128,Hoardings,711,918,Deep,63,5098,Ahmedabad
114,Lightning Gift,528,919,Jkl,2,1323,Vadodra
154,Office Gifts,1299,911,Zaki,2,1653,Ahmedabad
143,Sipper,579,915,Dev,18,1851,Vadodra
157,Show Piece,148,912,Dhruv,18,2295,Vadodra
148,Phone Cases,533,922,Jkl,2,500,Vadodra
139,Photo Frames,681,911,Jkl,2,1405,Ahmedabad
148,Lightning Gift,494,920,Zaki,8,8566,Vadodra
112,Animal Toys,298,918,Dev,11,3701,Vadodra
114,Hoardings,271,919,Hriday,3,6182,Ahmedabad
139,Animal Toys,614,917,Jkl,2,2627,Vadodra
110,Lippan Art,551,911,Dhyey,5,2323,Kheda
153,Lippan Art,643,920,Vishwam,2,500,Vadodra
110,Lightning Gift,1299,917,Deep,69,854,Kheda
114,Lightning Gift,724,922,Jkl,2,1219,Ahmedabad
121,Photo Frames,390,919,Deep,2,1560,Matar
160,Lightning Gift,440,922,Ghi,2,500,Ahmedabad
127,Animal Toys,127,915,Ghi,6,500,Surat
110,Visiting Card,327,917,Dhruv,11,7897,Kheda
163,Customized Bottle,398,916,Zaki,9,12529,Nadiad
117,Lightning Gift,277,918,Abc,2,8626,Matar
162,Sipper,443,913,Zaki,6,2688,Nadiad
139,Hoardings,270,917,Jkl,2,1792,Vadodra
112,Show Piece,1271,913,Jkl,7,18916,Ahmedabad
132,Phone Cases,386,916,Deep,2,575,Vadodra
152,Lippan Art,1299,917,Deep,4,17561,Vadodra
121,Phone Cases,621,915,Deep,4,613,Ahmedabad
119,Customized Bottle,491,920,Deep,2,830,Matar
142,Lightning Gift,381,917,Def,6,1394,Nadiad
141,Show Piece,462,922,Dev,4,805,Ahmedabad
114,Photo Frames,522,915,Deep,24,1138,Surat
110,Animal Toys,401,918,Dhyey,6,25000,Surat
163,Customized Bottle,637,917,Zaki,7,5678,Nadiad
118,Sipper,295,917,Vishwam,11,500,Vadodra
111,Office Gifts,225,914,Dhruv,2,510,Ahmedabad
120,Sipper,1299,912,Dhyey,5,1981,Kheda
110,Phone Cases,100,911,Hriday,2,17627,Surat
150,Lightning Gift,495,914,Vishwam,9,500,Vadodra
139,Animal Toys,726,922,Dhyey,2,500,Vadodra
118,Banner Printing,100,921,Deep,81,1098,Surat
143,Lippan Art,285,920,Jkl,11,2632,Surat
112,Lippan Art,1224,915,Deep,2,4536,Matar
117,Lippan Art,518,914,Def,11,3406,Vadodra
142,Animal Toys,332,920,Abc,3,2420,Ahmedabad
140,Sipper,418,912,Hriday,2,500,Surat
140,Lightning Gift,1299,921,Abc,2,651,Ahmedabad
146,Lightning Gift,456,914,Deep,2,500,Ahmedabad
156,Sipper,304,921,Jkl,4,500,Surat
152,Visiting Card,382,919,Dhyey,2,1988,Ahmedabad
113,Lippan Art,1299,913,Dev,12,6262,Kheda
117,Visiting Card,619,913,Dhruv,3,4673,Vadodra
142,Show Piece,328,915,Dhyey,5,537,Surat
113,Phone Cases,294,914,Deep,2,1291,Matar
111,Lippan Art,1299,913,Dhyey,14,7176,Ahmedabad
110,Hoardings,100,912,Naitik,11,500,Surat
122,Hoardings,100,915,Ghi,10,500,Surat
157,Customized Bottle,414,912,Abc,26,2073,Nadiad
122,Office Gifts,510,911,Naitik,2,13247,Surat
147,Lightning Gift,588,915,Abc,2,578,Ahmedabad
120,Office Gifts,526,915,Hriday,2,4799,Ahmedabad
135,Sipper,188,914,Dev,2,696,Ahmedabad
122,Lippan Art,211,922,Ghi,5,500,Ahmedabad
135,Lippan Art,621,920,Hriday,2,500,Kheda
159,Sipper,489,921,Def,7,1411,Vadodra
111,Banner Printing,100,914,Naitik,2,1002,Surat
110,Lippan Art,100,917,Dhruv,8,5339,Surat
149,Customized Bottle,173,920,Hriday,2,2355,Ahmedabad
145,Sipper,492,916,Hriday,8,7953,Ahmedabad
113,Visiting Card,242,913,Abc,2,18428,Ahmedabad
154,Customized Bottle,472,918,Abc,25,1226,Nadiad
120,Photo Frames,494,917,Deep,2,577,Matar
115,Lippan Art,356,914,Hriday,16,1367,Kheda
119,Photo Frames,411,920,Deep,2,706,Nadiad
110,Phone Cases,200,916,Def,38,9609,Surat
111,Customized Bottle,235,920,Zaki,10,1353,Kheda
115,Sipper,543,911,Dev,9,1200,Ahmedabad
113,Sipper,641,917,Dev,100,3694,Kheda
148,Sipper,481,911,Hriday,2,529,Vadodra
145,Phone Cases,362,915,Def,6,791,Vadodra
124,Banner Printing,374,917,Abc,2,500,Ahmedabad
110,Sipper,533,914,Dhyey,6,6368,Ahmedabad
121,Banner Printing,100,919,Dhruv,6,500,Surat
115,Hoardings,100,912,Abc,5,761,Surat
147,Banner Printing,335,915,Ghi,2,529,Vadodra
137,Office Gifts,297,913,Hriday,6,2379,Ahmedabad
124,Hoardings,800,914,Ghi,4,841,Surat
110,Show Piece,523,917,Jkl,2,500,Ahmedabad
119,Lippan Art,100,912,Naitik,12,1462,Surat
111,Photo Frames,461,913,Dhruv,2,500,Surat
118,Lippan Art,534,912,Abc,12,629,Ahmedabad
114,Office Gifts,481,913,Vishwam,2,959,Ahmedabad
143,Show Piece,506,921,Def,63,5631,Ahmedabad
118,Visiting Card,363,914,Zaki,10,1468,Matar
135,Sipper,411,913,Deep,5,1392,Surat
119,Phone Cases,368,918,Zaki,2,2000,Vadodra
120,Lippan Art,100,913,Dhruv,6,1780,Ahmedabad
110,Hoardings,100,914,Zaki,8,890,Surat
135,Lightning Gift,705,921,Jkl,2,1766,Vadodra
152,Photo Frames,423,915,Dev,2,997,Matar
146,Animal Toys,529,920,Jkl,3,500,Matar
155,Phone Cases,440,911,Zaki,36,25000,Nadiad
122,Hoardings,182,920,Ghi,8,680,Surat
143,Lightning Gift,426,920,Abc,2,500,Surat
110,Photo Frames,666,916,Deep,2,7338,Ahmedabad
128,Visiting Card,432,920,Ghi,2,6514,Surat
145,Phone Cases,375,918,Abc,3,7568,Ahmedabad
120,Banner Printing,447,912,Dhruv,5,2820,Surat
151,Lightning Gift,473,917,Hriday,25,5475,Vadodra
142,Show Piece,384,919,Hriday,8,500,Ahmedabad
112,Lippan Art,574,914,Def,2,500,Ahmedabad
151,Customized Bottle,352,915,Zaki,28,7526,Surat
110,Show Piece,374,916,Def,2,7208,Ahmedabad
145,Office Gifts,553,915,Vishwam,2,1449,Ahmedabad
118,Hoardings,255,916,Deep,2,500,Surat
138,Sipper,1299,911,Dev,39,857,Ahmedabad
110,Lippan Art,422,912,Vishwam,6,1287,Kheda
113,Photo Frames,663,919,Zaki,2,544,Matar
113,Lippan Art,1271,912,Abc,8,3723,Ahmedabad
156,Phone Cases,513,916,Zaki,10,1328,Nadiad
148,Lightning Gift,518,918,Hriday,15,500,Vadodra
110,Photo Frames,771,911,Dev,96,10911,Ahmedabad
111,Office Gifts,239,911,Dhruv,2,500,Ahmedabad
114,Visiting Card,292,916,Ghi,7,9818,Ahmedabad
110,Lightning Gift,660,921,Def,2,12995,Vadodra
134,Phone Cases,547,915,Jkl,2,500,Surat
119,Visiting Card,419,911,Dev,81,5679,Ahmedabad
147,Photo Frames,646,918,Jkl,6,500,Ahmedabad
111,Animal Toys,1283,919,Ghi,5,775,Kheda
122,Lightning Gift,302,913,Ghi,6,4147,Surat
126,Customized Bottle,402,914,Zaki,33,5218,Surat
150,Sipper,528,914,Vishwam,60,500,Ahmedabad
120,Customized Bottle,237,915,Def,100,6954,Ahmedabad
129,Sipper,482,912,Dev,2,6012,Ahmedabad
157,Visiting Card,426,919,Abc,2,25000,Ahmedabad
118,Photo Frames,532,919,Deep,7,783,Matar
119,Lippan Art,606,916,Dhyey,78,3819,Ahmedabad
115,Photo Frames,531,920,Ghi,2,770,Matar
113,Banner Printing,579,921,Deep,2,908,Matar
147,Banner Printing,1299,920,Zaki,13,3110,Ahmedabad
122,Hoardings,100,912,Dhruv,11,1442,Surat
159,Phone Cases,783,915,Vishwam,2,2989,Vadodra
145,Phone Cases,688,915,Jkl,2,1516,Vadodra
146,Phone Cases,642,920,Vishwam,51,500,Vadodra
123,Sipper,325,920,Ghi,2,500,Ahmedabad
142,Phone Cases,499,915,Hriday,12,500,Vadodra
161,Customized Bottle,349,918,Zaki,27,11893,Nadiad
111,Lippan Art,1299,919,Dev,8,17608,Ahmedabad
117,Phone Cases,310,914,Deep,2,1696,Vadodra
145,Sipper,450,919,Ghi,2,3794,Matar
121,Lippan Art,396,915,Dhyey,28,2002,Nadiad
142,Lightning Gift,557,917,Vishwam,2,1809,Ahmedabad
118,Lippan Art,694,917,Dhyey,93,16911,Kheda
117,Lippan Art,100,913,Naitik,9,1186,Surat
146,Animal Toys,180,916,Dhruv,2,1105,Vadodra
110,Hoardings,377,920,Dhruv,6,6112,Surat
118,Phone Cases,355,912,Hriday,2,722,Ahmedabad
116,Visiting Card,980,916,Abc,5,25000,Ahmedabad
120,Banner Printing,100,913,Dhruv,2,500,Surat
134,Hoardings,621,911,Dev,8,1379,Surat
117,Customized Bottle,390,916,Deep,2,500,Matar
150,Photo Frames,661,917,Deep,2,678,Matar
130,Phone Cases,349,912,Abc,94,2059,Surat
146,Photo Frames,443,913,Hriday,4,500,Ahmedabad
111,Phone Cases,452,912,Ghi,24,25000,Ahmedabad
116,Lightning Gift,514,919,Zaki,4,4356,Vadodra
111,Sipper,679,917,Dhruv,2,25000,Vadodra
153,Lightning Gift,367,918,Ghi,2,500,Vadodra
114,Phone Cases,308,917,Dhruv,2,500,Ahmedabad
153,Lightning Gift,566,920,Vishwam,2,25000,Vadodra
